city,year,weekofyear,total_cases
sj,2013,3,27
sj,2013,4,26
sj,2013,5,27
sj,2013,6,20
sj,2013,7,19
sj,2013,8,18
sj,2013,9,17
sj,2013,10,45
sj,2013,11,16
sj,2013,12,15
sj,2013,13,15
sj,2013,14,16
sj,2013,15,15
sj,2013,16,15
sj,2013,17,16
iq,2010,26,9
iq,2010,27,4
iq,2010,28,8
iq,2010,29,4
iq,2010,30,4
iq,2010,31,6
iq,2010,32,3
iq,2010,33,5
iq,2010,34,5
iq,2010,35,9
iq,2010,36,10
iq,2010,37,6
iq,2010,38,10
iq,2010,39,5
iq,2010,40,5
iq,2010,41,10
iq,2010,42,9
iq,2010,43,10
iq,2010,44,19
iq,2010,45,10
iq,2010,46,10
iq,2010,47,9
iq,2010,48,12
iq,2010,49,9
iq,2010,50,9
iq,2010,51,7
iq,2011,52,13
iq,2011,1,11
iq,2011,2,11
iq,2011,3,10
iq,2011,4,12
iq,2011,5,9
iq,2011,6,10
iq,2011,7,11
iq,2011,8,11
iq,2011,9,11
iq,2011,10,9
iq,2011,11,8
iq,2011,12,8
iq,2011,13,8
iq,2011,14,8
iq,2011,15,9
iq,2011,16,9
iq,2011,17,8
iq,2011,18,7
iq,2011,19,6
iq,2011,20,8
iq,2011,21,11
iq,2011,22,11
iq,2011,23,5
iq,2011,24,10
iq,2011,25,6
iq,2011,26,5
iq,2011,27,5
iq,2011,28,3
iq,2011,29,4
iq,2011,30,4
iq,2011,31,4
iq,2011,32,4
iq,2011,33,4
iq,2011,34,5
iq,2011,35,4
iq,2011,36,4
iq,2011,37,5
iq,2011,38,5
iq,2011,39,9
iq,2011,40,7
iq,2011,41,9
iq,2011,42,11
iq,2011,43,10
iq,2011,44,10
iq,2011,45,10
iq,2011,46,9
iq,2011,47,9
iq,2011,48,10
iq,2011,49,10
iq,2011,50,10
iq,2011,51,10
iq,2012,52,10
iq,2012,1,18
iq,2012,2,11
iq,2012,3,11
iq,2012,4,10
iq,2012,5,10
iq,2012,6,13
iq,2012,7,11
iq,2012,8,13
iq,2012,9,8
iq,2012,10,8
iq,2012,11,7
iq,2012,12,8
iq,2012,13,7
iq,2012,14,8
iq,2012,15,9
iq,2012,16,9
iq,2012,17,8
iq,2012,18,8
iq,2012,19,4
iq,2012,20,8
iq,2012,21,5
iq,2012,22,5
iq,2012,23,5
iq,2012,24,4
iq,2012,25,4
iq,2012,26,5
iq,2012,27,4
iq,2012,28,4
iq,2012,29,4
iq,2012,30,4
iq,2012,31,4
iq,2012,32,4
iq,2012,33,5
iq,2012,34,4
iq,2012,35,5
iq,2012,36,5
iq,2012,37,5
iq,2012,38,5
iq,2012,39,5
iq,2012,40,4
iq,2012,41,10
iq,2012,42,10
iq,2012,43,11
iq,2012,44,10
iq,2012,45,10
iq,2012,46,10
iq,2012,47,10
iq,2012,48,9
iq,2012,49,10
iq,2012,50,10
iq,2012,51,9
iq,2013,1,11
iq,2013,2,11
iq,2013,3,11
iq,2013,4,11
iq,2013,5,11
iq,2013,6,11
iq,2013,7,11
iq,2013,8,10
iq,2013,9,9
iq,2013,10,9
iq,2013,11,9
iq,2013,12,9
iq,2013,13,8
iq,2013,14,8
iq,2013,15,9
iq,2013,16,9
iq,2013,17,8
iq,2013,18,4
iq,2013,19,9
iq,2013,20,8
iq,2013,21,8
iq,2013,22,9
iq,2013,23,9
iq,2013,24,4
iq,2013,25,4
iq,2013,26,5
