city,year,weekofyear,total_cases
sj,2011,40,144
sj,2011,41,48
sj,2011,42,48
sj,2011,43,48
sj,2011,44,48
sj,2011,45,48
sj,2011,46,48
sj,2011,47,48
sj,2011,48,48
sj,2011,49,48
sj,2011,50,48
sj,2011,51,38
sj,2012,52,38
sj,2012,1,19
sj,2012,2,19
sj,2012,3,19
sj,2012,4,19
sj,2012,5,19
sj,2012,6,19
sj,2012,7,19
sj,2012,8,19
sj,2012,9,19
sj,2012,10,19
sj,2012,11,19
sj,2012,12,19
sj,2012,13,19
sj,2012,14,19
sj,2012,15,19
sj,2012,16,19
sj,2012,17,19
sj,2012,18,19
sj,2012,19,19
sj,2012,20,42
sj,2012,21,19
sj,2012,22,19
sj,2012,23,42
sj,2012,24,19
sj,2012,25,42
sj,2012,26,42
sj,2012,27,42
sj,2012,28,42
sj,2012,29,42
sj,2012,30,42
sj,2012,31,42
sj,2012,32,42
sj,2012,33,42
sj,2012,34,144
sj,2012,35,48
sj,2012,36,48
sj,2012,37,48
sj,2012,38,48
sj,2012,39,144
sj,2012,40,144
sj,2012,41,48
sj,2012,42,144
sj,2012,43,144
sj,2012,44,144
sj,2012,45,48
sj,2012,46,48
sj,2012,47,366
sj,2012,48,48
sj,2012,49,48
sj,2012,50,48
sj,2012,51,38
sj,2013,1,19
sj,2013,2,19
sj,2013,3,19
sj,2013,4,19
sj,2013,5,19
sj,2013,6,19
sj,2013,7,19
sj,2013,8,19
sj,2013,9,19
sj,2013,10,5
sj,2013,11,19
sj,2013,12,19
sj,2013,13,19
sj,2013,14,19
sj,2013,15,19
sj,2013,16,19
sj,2013,17,19
iq,2010,26,11
iq,2010,27,5
iq,2010,28,11
iq,2010,29,5
iq,2010,30,5
iq,2010,31,5
iq,2010,32,5
iq,2010,33,5
iq,2010,34,5
iq,2010,35,11
iq,2010,36,11
iq,2010,37,5
iq,2010,38,11
iq,2010,39,5
iq,2010,40,5
iq,2010,41,11
iq,2010,42,11
iq,2010,43,11
iq,2010,44,11
iq,2010,45,11
iq,2010,46,11
iq,2010,47,11
iq,2010,48,11
iq,2010,49,11
iq,2010,50,11
iq,2010,51,5
iq,2011,52,11
iq,2011,1,5
iq,2011,2,11
iq,2011,3,11
iq,2011,4,5
iq,2011,5,11
iq,2011,6,11
iq,2011,7,11
iq,2011,8,11
iq,2011,9,11
iq,2011,10,11
iq,2011,11,11
iq,2011,12,11
iq,2011,13,11
iq,2011,14,11
iq,2011,15,11
iq,2011,16,11
iq,2011,17,11
iq,2011,18,11
iq,2011,19,5
iq,2011,20,11
iq,2011,21,11
iq,2011,22,11
iq,2011,23,5
iq,2011,24,11
iq,2011,25,5
iq,2011,26,5
iq,2011,27,5
iq,2011,28,5
iq,2011,29,5
iq,2011,30,5
iq,2011,31,5
iq,2011,32,5
iq,2011,33,5
iq,2011,34,5
iq,2011,35,5
iq,2011,36,5
iq,2011,37,5
iq,2011,38,5
iq,2011,39,11
iq,2011,40,11
iq,2011,41,11
iq,2011,42,11
iq,2011,43,11
iq,2011,44,11
iq,2011,45,11
iq,2011,46,11
iq,2011,47,11
iq,2011,48,11
iq,2011,49,11
iq,2011,50,11
iq,2011,51,11
iq,2012,52,11
iq,2012,1,11
iq,2012,2,11
iq,2012,3,11
iq,2012,4,11
iq,2012,5,11
iq,2012,6,11
iq,2012,7,11
iq,2012,8,11
iq,2012,9,11
iq,2012,10,11
iq,2012,11,11
iq,2012,12,11
iq,2012,13,11
iq,2012,14,11
iq,2012,15,11
iq,2012,16,11
iq,2012,17,11
iq,2012,18,11
iq,2012,19,5
iq,2012,20,11
iq,2012,21,5
iq,2012,22,5
iq,2012,23,5
iq,2012,24,5
iq,2012,25,5
iq,2012,26,5
iq,2012,27,5
iq,2012,28,5
iq,2012,29,5
iq,2012,30,5
iq,2012,31,5
iq,2012,32,5
iq,2012,33,5
iq,2012,34,5
iq,2012,35,5
iq,2012,36,5
iq,2012,37,5
iq,2012,38,5
iq,2012,39,5
iq,2012,40,5
iq,2012,41,11
iq,2012,42,11
iq,2012,43,11
iq,2012,44,11
iq,2012,45,11
iq,2012,46,11
iq,2012,47,11
iq,2012,48,11
iq,2012,49,11
iq,2012,50,11
iq,2012,51,11
iq,2013,1,11
iq,2013,2,11
iq,2013,3,11
iq,2013,4,11
iq,2013,5,11
iq,2013,6,11
iq,2013,7,11
iq,2013,8,11
iq,2013,9,11
iq,2013,10,11
iq,2013,11,11
iq,2013,12,11
iq,2013,13,11
iq,2013,14,11
iq,2013,15,11
iq,2013,16,11
iq,2013,17,11
iq,2013,18,5
iq,2013,19,11
iq,2013,20,11
iq,2013,21,11
iq,2013,22,11
iq,2013,23,11
iq,2013,24,5
iq,2013,25,5
iq,2013,26,5
