Parking,Day,Month,Year,DayWeek,Timeslot,Holiday,Schoolday,Temperature,Humidity,CheckIn,CheckOut
ELDER,2,12,2019,L,23,N,S,18.0,0.77,0,2
ELDER,3,12,2019,M,0,N,S,17.0,0.82,0,1
ELDER,3,12,2019,M,5,N,S,18.0,0.73,3,0
ELDER,3,12,2019,M,6,N,S,17.0,0.77,3,1
ELDER,3,12,2019,M,7,N,S,18.0,0.73,22,4
ELDER,3,12,2019,M,8,N,S,18.0,0.73,43,11
ELDER,3,12,2019,M,9,N,S,19.0,0.64,42,18
ELDER,3,12,2019,M,10,N,S,20.0,0.6,33,30
ELDER,3,12,2019,M,11,N,S,21.0,0.49,43,34
ELDER,3,12,2019,M,12,N,S,21.0,0.56,30,44
ELDER,3,12,2019,M,13,N,S,21.0,0.53,30,39
ELDER,3,12,2019,M,14,N,S,22.0,0.5,24,35
ELDER,3,12,2019,M,15,N,S,22.0,0.53,18,29
ELDER,3,12,2019,M,16,N,S,20.0,0.6,35,23
ELDER,3,12,2019,M,17,N,S,20.0,0.53,37,31
ELDER,3,12,2019,M,18,N,S,19.0,0.56,44,28
ELDER,3,12,2019,M,19,N,S,19.0,0.56,16,30
ELDER,3,12,2019,M,20,N,S,18.0,0.59,8,36
ELDER,3,12,2019,M,21,N,S,19.0,0.56,6,21
ELDER,3,12,2019,M,22,N,S,18.0,0.64,3,12
ELDER,3,12,2019,M,23,N,S,18.0,0.64,2,5
ELDER,4,12,2019,X,0,N,S,18.0,0.64,2,4
ELDER,4,12,2019,X,1,N,S,18.0,0.64,0,1
ELDER,4,12,2019,X,2,N,S,18.0,0.64,0,1
ELDER,4,12,2019,X,5,N,S,18.0,0.64,4,1
ELDER,4,12,2019,X,6,N,S,18.0,0.68,3,3
ELDER,4,12,2019,X,7,N,S,18.0,0.59,23,3
ELDER,4,12,2019,X,8,N,S,19.0,0.6,35,10
ELDER,4,12,2019,X,9,N,S,20.0,0.53,31,13
ELDER,4,12,2019,X,10,N,S,22.0,0.43,35,23
ELDER,4,12,2019,X,11,N,S,21.0,0.49,42,39
ELDER,4,12,2019,X,12,N,S,22.0,0.43,41,33
ELDER,4,12,2019,X,13,N,S,22.0,0.46,38,40
ELDER,4,12,2019,X,14,N,S,22.0,0.46,31,45
ELDER,4,12,2019,X,15,N,S,22.0,0.46,22,37
ELDER,4,12,2019,X,16,N,S,21.0,0.56,20,32
ELDER,4,12,2019,X,17,N,S,21.0,0.6,26,27
ELDER,4,12,2019,X,18,N,S,20.0,0.6,32,24
ELDER,4,12,2019,X,19,N,S,19.0,0.64,14,24
ELDER,4,12,2019,X,20,N,S,20.0,0.64,15,33
ELDER,4,12,2019,X,21,N,S,20.0,0.6,7,19
ELDER,4,12,2019,X,22,N,S,19.0,0.64,4,11
ELDER,4,12,2019,X,23,N,S,18.0,0.68,0,4
ELDER,5,12,2019,J,0,N,S,18.0,0.68,0,2
ELDER,5,12,2019,J,1,N,S,18.0,0.83,0,1
ELDER,5,12,2019,J,5,N,S,17.0,0.72,3,0
ELDER,5,12,2019,J,6,N,S,17.0,0.72,6,2
ELDER,5,12,2019,J,7,N,S,17.0,0.68,25,3
ELDER,5,12,2019,J,8,N,S,18.0,0.64,41,10
ELDER,5,12,2019,J,9,N,S,19.0,0.64,39,15
ELDER,5,12,2019,J,10,N,S,19.0,0.68,47,35
ELDER,5,12,2019,J,11,N,S,18.0,0.77,41,43
ELDER,5,12,2019,J,12,N,S,20.0,0.64,33,53
ELDER,5,12,2019,J,13,N,S,20.0,0.6,29,39
ELDER,5,12,2019,J,14,N,S,18.0,0.73,32,39
ELDER,5,12,2019,J,15,N,S,20.0,0.64,24,30
ELDER,5,12,2019,J,16,N,S,19.0,0.68,32,27
ELDER,5,12,2019,J,17,N,S,17.0,0.72,38,23
ELDER,5,12,2019,J,18,N,S,17.0,0.72,31,31
ELDER,5,12,2019,J,19,N,S,17.0,0.77,27,28
ELDER,5,12,2019,J,20,N,S,17.0,0.72,29,31
ELDER,5,12,2019,J,21,N,S,17.0,0.72,57,26
ELDER,5,12,2019,J,22,N,S,17.0,0.72,32,12
ELDER,5,12,2019,J,23,N,S,17.0,0.77,12,13
ELDER,6,12,2019,V,0,S,N,16.0,0.82,8,24
ELDER,6,12,2019,V,1,S,N,17.0,0.77,2,40
ELDER,6,12,2019,V,2,S,N,17.0,0.77,1,19
ELDER,6,12,2019,V,3,S,N,17.0,0.77,1,14
ELDER,6,12,2019,V,4,S,N,17.0,0.72,0,8
ELDER,6,12,2019,V,5,S,N,16.0,0.82,1,8
ELDER,6,12,2019,V,6,S,N,17.0,0.77,1,5
ELDER,6,12,2019,V,7,S,N,17.0,0.77,7,4
ELDER,6,12,2019,V,8,S,N,17.0,0.72,4,1
ELDER,6,12,2019,V,9,S,N,19.0,0.68,12,4
ELDER,6,12,2019,V,10,S,N,19.0,0.78,8,4
ELDER,6,12,2019,V,11,S,N,20.0,0.68,21,8
ELDER,6,12,2019,V,12,S,N,21.0,0.64,20,16
ELDER,6,12,2019,V,13,S,N,20.0,0.73,23,15
ELDER,6,12,2019,V,14,S,N,21.0,0.6,18,21
ELDER,6,12,2019,V,15,S,N,21.0,0.64,8,14
ELDER,6,12,2019,V,16,S,N,20.0,0.68,10,12
ELDER,6,12,2019,V,17,S,N,19.0,0.78,22,11
ELDER,6,12,2019,V,18,S,N,18.0,0.77,26,17
ELDER,6,12,2019,V,19,S,N,19.0,0.68,16,21
ELDER,6,12,2019,V,20,S,N,18.0,0.77,60,23
ELDER,6,12,2019,V,21,S,N,18.0,0.77,55,23
ELDER,6,12,2019,V,22,S,N,17.0,0.82,20,15
ELDER,6,12,2019,V,23,S,N,17.0,0.82,13,18
ELDER,7,12,2019,S,0,N,N,18.0,0.73,16,39
ELDER,7,12,2019,S,1,N,N,17.0,0.77,1,39
ELDER,7,12,2019,S,2,N,N,17.0,0.77,1,32
ELDER,7,12,2019,S,3,N,N,17.0,0.77,0,16
ELDER,7,12,2019,S,4,N,N,17.0,0.72,0,5
ELDER,7,12,2019,S,5,N,N,17.0,0.72,0,2
ELDER,7,12,2019,S,6,N,N,17.0,0.72,3,3
ELDER,7,12,2019,S,7,N,N,17.0,0.77,11,3
ELDER,7,12,2019,S,8,N,N,18.0,0.77,17,4
ELDER,7,12,2019,S,9,N,N,19.0,0.68,14,9
ELDER,7,12,2019,S,10,N,N,20.0,0.73,27,14
ELDER,7,12,2019,S,11,N,N,21.0,0.69,25,14
ELDER,7,12,2019,S,12,N,N,21.0,0.69,31,27
ELDER,7,12,2019,S,13,N,N,21.0,0.69,36,24
ELDER,7,12,2019,S,14,N,N,21.0,0.64,26,26
ELDER,7,12,2019,S,15,N,N,21.0,0.64,17,23
ELDER,7,12,2019,S,16,N,N,20.0,0.73,11,17
ELDER,7,12,2019,S,17,N,N,20.0,0.73,26,21
ELDER,7,12,2019,S,18,N,N,19.0,0.78,24,24
ELDER,7,12,2019,S,19,N,N,19.0,0.78,35,27
ELDER,7,12,2019,S,20,N,N,19.0,0.78,27,23
ELDER,7,12,2019,S,21,N,N,19.0,0.78,30,21
ELDER,7,12,2019,S,22,N,N,19.0,0.78,22,18
ELDER,7,12,2019,S,23,N,N,19.0,0.73,11,22
ELDER,8,12,2019,D,0,N,N,19.0,0.78,10,18
ELDER,8,12,2019,D,1,N,N,19.0,0.73,4,18
ELDER,8,12,2019,D,2,N,N,19.0,0.73,1,17
ELDER,8,12,2019,D,3,N,N,18.0,0.77,0,8
ELDER,8,12,2019,D,4,N,N,18.0,0.77,1,12
ELDER,8,12,2019,D,5,N,N,18.0,0.73,0,10
ELDER,8,12,2019,D,6,N,N,18.0,0.73,3,3
ELDER,8,12,2019,D,7,N,N,18.0,0.68,4,2
ELDER,8,12,2019,D,8,N,N,19.0,0.64,4,4
ELDER,8,12,2019,D,9,N,N,20.0,0.6,25,4
ELDER,8,12,2019,D,10,N,N,21.0,0.6,35,10
ELDER,8,12,2019,D,11,N,N,21.0,0.6,60,27
ELDER,8,12,2019,D,12,N,N,21.0,0.6,56,35
ELDER,8,12,2019,D,13,N,N,21.0,0.6,36,53
ELDER,8,12,2019,D,14,N,N,21.0,0.6,34,41
ELDER,8,12,2019,D,15,N,N,21.0,0.64,15,30
ELDER,8,12,2019,D,16,N,N,20.0,0.64,18,30
ELDER,8,12,2019,D,17,N,N,20.0,0.6,18,35
ELDER,8,12,2019,D,18,N,N,19.0,0.68,21,24
ELDER,8,12,2019,D,19,N,N,19.0,0.68,12,26
ELDER,8,12,2019,D,20,N,N,19.0,0.68,10,14
ELDER,8,12,2019,D,21,N,N,19.0,0.73,4,9
ELDER,8,12,2019,D,22,N,N,19.0,0.68,1,14
ELDER,8,12,2019,D,23,N,N,19.0,0.68,1,5
ELDER,9,12,2019,L,0,S,N,19.0,0.68,0,2
ELDER,9,12,2019,L,5,S,N,18.0,0.73,2,0
ELDER,9,12,2019,L,6,S,N,18.0,0.73,1,2
ELDER,9,12,2019,L,7,S,N,18.0,0.73,16,2
ELDER,9,12,2019,L,8,S,N,19.0,0.73,41,10
ELDER,9,12,2019,L,9,S,N,19.0,0.73,31,22
ELDER,9,12,2019,L,10,S,N,20.0,0.68,49,40
ELDER,9,12,2019,L,11,S,N,20.0,0.68,31,26
ELDER,9,12,2019,L,12,S,N,21.0,0.64,46,25
ELDER,9,12,2019,L,13,S,N,21.0,0.64,36,44
ELDER,9,12,2019,L,14,S,N,22.0,0.6,13,40
ELDER,9,12,2019,L,15,S,N,21.0,0.64,17,25
ELDER,9,12,2019,L,16,S,N,21.0,0.64,21,13
ELDER,9,12,2019,L,17,S,N,20.0,0.68,31,26
ELDER,9,12,2019,L,18,S,N,19.0,0.73,24,20
ELDER,9,12,2019,L,19,S,N,19.0,0.73,17,42
ELDER,9,12,2019,L,20,S,N,19.0,0.73,13,24
ELDER,9,12,2019,L,21,S,N,19.0,0.73,4,16
ELDER,9,12,2019,L,22,S,N,18.0,0.77,3,7
ELDER,9,12,2019,L,23,S,N,18.0,0.73,2,4
ELDER,10,12,2019,M,0,N,S,18.0,0.73,0,2
ELDER,10,12,2019,M,1,N,S,18.0,0.73,0,1
ELDER,10,12,2019,M,2,N,S,18.0,0.68,1,0
ELDER,10,12,2019,M,3,N,S,18.0,0.68,0,1
ELDER,10,12,2019,M,5,N,S,18.0,0.68,2,2
ELDER,10,12,2019,M,6,N,S,17.0,0.68,5,1
ELDER,10,12,2019,M,7,N,S,17.0,0.72,21,3
ELDER,10,12,2019,M,8,N,S,18.0,0.73,38,12
ELDER,10,12,2019,M,9,N,S,19.0,0.68,43,15
ELDER,10,12,2019,M,10,N,S,21.0,0.64,31,31
ELDER,10,12,2019,M,11,N,S,21.0,0.69,33,37
ELDER,10,12,2019,M,12,N,S,21.0,0.64,40,29
ELDER,10,12,2019,M,13,N,S,21.0,0.64,36,41
ELDER,10,12,2019,M,14,N,S,21.0,0.64,26,35
ELDER,10,12,2019,M,15,N,S,21.0,0.69,34,25
ELDER,10,12,2019,M,16,N,S,21.0,0.69,44,30
ELDER,10,12,2019,M,17,N,S,20.0,0.68,40,29
ELDER,10,12,2019,M,18,N,S,20.0,0.73,56,30
ELDER,10,12,2019,M,19,N,S,20.0,0.73,25,37
ELDER,10,12,2019,M,20,N,S,20.0,0.73,15,65
ELDER,10,12,2019,M,21,N,S,20.0,0.78,3,36
ELDER,10,12,2019,M,22,N,S,20.0,0.73,3,22
ELDER,10,12,2019,M,23,N,S,20.0,0.73,0,6
ELDER,11,12,2019,X,0,N,S,20.0,0.73,0,4
ELDER,11,12,2019,X,2,N,S,19.0,0.78,0,1
ELDER,11,12,2019,X,5,N,S,18.0,0.83,0,1
ELDER,11,12,2019,X,6,N,S,18.0,0.83,4,1
ELDER,11,12,2019,X,7,N,S,18.0,0.77,18,4
ELDER,11,12,2019,X,8,N,S,19.0,0.73,33,4
ELDER,11,12,2019,X,9,N,S,20.0,0.73,25,8
ELDER,11,12,2019,X,10,N,S,21.0,0.69,25,28
ELDER,11,12,2019,X,11,N,S,21.0,0.69,33,26
ELDER,11,12,2019,X,12,N,S,22.0,0.64,29,21
ELDER,11,12,2019,X,13,N,S,22.0,0.64,39,31
ELDER,11,12,2019,X,14,N,S,21.0,0.69,28,49
ELDER,11,12,2019,X,15,N,S,21.0,0.64,20,20
ELDER,11,12,2019,X,16,N,S,20.0,0.73,34,17
ELDER,11,12,2019,X,17,N,S,20.0,0.68,26,19
ELDER,11,12,2019,X,18,N,S,19.0,0.68,30,26
ELDER,11,12,2019,X,19,N,S,19.0,0.64,12,38
ELDER,11,12,2019,X,20,N,S,19.0,0.64,19,37
ELDER,11,12,2019,X,21,N,S,19.0,0.64,6,19
ELDER,11,12,2019,X,22,N,S,18.0,0.68,1,9
ELDER,11,12,2019,X,23,N,S,19.0,0.64,2,7
ELDER,12,12,2019,J,0,N,S,18.0,0.68,0,4
ELDER,12,12,2019,J,2,N,S,18.0,0.73,0,1
ELDER,12,12,2019,J,3,N,S,18.0,0.73,0,1
ELDER,12,12,2019,J,4,N,S,18.0,0.73,0,1
ELDER,12,12,2019,J,6,N,S,18.0,0.73,7,3
ELDER,12,12,2019,J,7,N,S,18.0,0.73,15,7
ELDER,12,12,2019,J,8,N,S,18.0,0.73,39,15
ELDER,12,12,2019,J,9,N,S,19.0,0.68,21,7
ELDER,12,12,2019,J,10,N,S,21.0,0.64,40,17
ELDER,12,12,2019,J,11,N,S,21.0,0.64,33,42
ELDER,12,12,2019,J,12,N,S,21.0,0.69,39,32
ELDER,12,12,2019,J,13,N,S,21.0,0.69,45,32
ELDER,12,12,2019,J,14,N,S,21.0,0.69,26,50
ELDER,12,12,2019,J,15,N,S,21.0,0.64,29,19
ELDER,12,12,2019,J,16,N,S,20.0,0.68,29,23
ELDER,12,12,2019,J,17,N,S,20.0,0.68,28,22
ELDER,12,12,2019,J,18,N,S,19.0,0.68,29,30
ELDER,12,12,2019,J,19,N,S,19.0,0.64,28,39
ELDER,12,12,2019,J,20,N,S,19.0,0.6,28,40
ELDER,12,12,2019,J,21,N,S,19.0,0.64,9,23
ELDER,12,12,2019,J,22,N,S,19.0,0.6,6,18
ELDER,12,12,2019,J,23,N,S,18.0,0.56,8,20
ELDER,13,12,2019,V,0,N,S,18.0,0.59,1,9
ELDER,13,12,2019,V,1,N,S,18.0,0.64,1,5
ELDER,13,12,2019,V,2,N,S,18.0,0.64,0,3
ELDER,13,12,2019,V,3,N,S,18.0,0.59,0,2
ELDER,13,12,2019,V,4,N,S,18.0,0.64,0,3
ELDER,13,12,2019,V,5,N,S,18.0,0.56,1,0
ELDER,13,12,2019,V,6,N,S,18.0,0.59,4,4
ELDER,13,12,2019,V,7,N,S,18.0,0.64,18,6
ELDER,13,12,2019,V,8,N,S,18.0,0.56,42,10
ELDER,13,12,2019,V,9,N,S,18.0,0.59,29,13
ELDER,13,12,2019,V,10,N,S,19.0,0.56,47,33
ELDER,13,12,2019,V,11,N,S,20.0,0.56,59,36
ELDER,13,12,2019,V,12,N,S,20.0,0.56,41,38
ELDER,13,12,2019,V,13,N,S,21.0,0.53,49,42
ELDER,13,12,2019,V,14,N,S,21.0,0.53,47,62
ELDER,13,12,2019,V,15,N,S,21.0,0.6,52,30
ELDER,13,12,2019,V,16,N,S,21.0,0.53,29,21
ELDER,13,12,2019,V,17,N,S,20.0,0.6,24,30
ELDER,13,12,2019,V,18,N,S,19.0,0.6,38,30
ELDER,13,12,2019,V,19,N,S,19.0,0.68,40,42
ELDER,13,12,2019,V,20,N,S,19.0,0.68,55,50
ELDER,13,12,2019,V,21,N,S,19.0,0.64,21,21
ELDER,13,12,2019,V,22,N,S,19.0,0.6,22,22
ELDER,13,12,2019,V,23,N,S,19.0,0.64,9,26
ELDER,14,12,2019,S,0,N,N,19.0,0.64,20,25
ELDER,14,12,2019,S,1,N,N,18.0,0.68,6,37
ELDER,14,12,2019,S,2,N,N,19.0,0.6,0,26
ELDER,14,12,2019,S,3,N,N,18.0,0.73,0,27
ELDER,14,12,2019,S,4,N,N,19.0,0.73,0,12
ELDER,14,12,2019,S,5,N,N,18.0,0.77,2,2
ELDER,14,12,2019,S,6,N,N,18.0,0.77,2,2
ELDER,14,12,2019,S,7,N,N,19.0,0.73,9,3
ELDER,14,12,2019,S,8,N,N,19.0,0.64,20,7
ELDER,14,12,2019,S,9,N,N,21.0,0.6,28,6
ELDER,14,12,2019,S,10,N,N,21.0,0.64,29,11
ELDER,14,12,2019,S,11,N,N,22.0,0.64,28,23
ELDER,14,12,2019,S,12,N,N,21.0,0.6,33,22
ELDER,14,12,2019,S,13,N,N,21.0,0.69,34,29
ELDER,14,12,2019,S,14,N,N,21.0,0.69,40,37
ELDER,14,12,2019,S,15,N,N,21.0,0.69,20,30
ELDER,14,12,2019,S,16,N,N,20.0,0.73,17,20
ELDER,14,12,2019,S,17,N,N,20.0,0.73,30,29
ELDER,14,12,2019,S,18,N,N,20.0,0.73,28,25
ELDER,14,12,2019,S,19,N,N,20.0,0.73,28,37
ELDER,14,12,2019,S,20,N,N,20.0,0.68,40,27
ELDER,14,12,2019,S,21,N,N,19.0,0.78,64,26
ELDER,14,12,2019,S,22,N,N,19.0,0.78,28,18
ELDER,14,12,2019,S,23,N,N,19.0,0.78,6,18
ELDER,15,12,2019,D,0,N,N,19.0,0.78,17,35
ELDER,15,12,2019,D,1,N,N,19.0,0.78,9,28
ELDER,15,12,2019,D,2,N,N,18.0,0.77,3,38
ELDER,15,12,2019,D,3,N,N,18.0,0.77,0,14
ELDER,15,12,2019,D,4,N,N,17.0,0.77,0,9
ELDER,15,12,2019,D,5,N,N,16.0,0.82,2,4
ELDER,15,12,2019,D,6,N,N,16.0,0.82,1,5
ELDER,15,12,2019,D,7,N,N,16.0,0.77,3,2
ELDER,15,12,2019,D,8,N,N,17.0,0.77,0,1
ELDER,15,12,2019,D,9,N,N,19.0,0.73,27,2
ELDER,15,12,2019,D,10,N,N,19.0,0.73,36,13
ELDER,15,12,2019,D,11,N,N,19.0,0.73,53,14
ELDER,15,12,2019,D,12,N,N,20.0,0.68,83,47
ELDER,15,12,2019,D,13,N,N,20.0,0.64,51,67
ELDER,15,12,2019,D,14,N,N,20.0,0.64,33,47
ELDER,15,12,2019,D,15,N,N,20.0,0.68,9,31
ELDER,15,12,2019,D,16,N,N,20.0,0.68,22,37
ELDER,15,12,2019,D,17,N,N,19.0,0.68,41,25
ELDER,15,12,2019,D,18,N,N,18.0,0.73,27,40
ELDER,15,12,2019,D,19,N,N,18.0,0.73,23,31
ELDER,15,12,2019,D,20,N,N,18.0,0.73,16,25
ELDER,15,12,2019,D,21,N,N,18.0,0.73,3,20
ELDER,15,12,2019,D,22,N,N,17.0,0.77,0,11
ELDER,15,12,2019,D,23,N,N,17.0,0.77,1,18
ELDER,16,12,2019,L,0,N,S,16.0,0.72,0,10
ELDER,16,12,2019,L,1,N,S,16.0,0.72,0,2
ELDER,16,12,2019,L,2,N,S,16.0,0.72,0,1
ELDER,16,12,2019,L,5,N,S,16.0,0.72,4,0
ELDER,16,12,2019,L,6,N,S,16.0,0.72,6,1
ELDER,16,12,2019,L,7,N,S,15.0,0.67,19,4
ELDER,16,12,2019,L,8,N,S,17.0,0.68,46,10
ELDER,16,12,2019,L,9,N,S,20.0,0.64,42,19
ELDER,16,12,2019,L,10,N,S,22.0,0.46,41,31
ELDER,16,12,2019,L,11,N,S,22.0,0.5,50,42
ELDER,16,12,2019,L,12,N,S,22.0,0.43,34,48
ELDER,16,12,2019,L,13,N,S,21.0,0.6,24,46
ELDER,16,12,2019,L,14,N,S,22.0,0.35,17,36
ELDER,16,12,2019,L,15,N,S,22.0,0.38,23,26
ELDER,16,12,2019,L,16,N,S,20.0,0.6,29,29
ELDER,16,12,2019,L,17,N,S,20.0,0.46,33,23
ELDER,16,12,2019,L,18,N,S,19.0,0.56,22,20
ELDER,16,12,2019,L,19,N,S,18.0,0.64,15,25
ELDER,16,12,2019,L,20,N,S,18.0,0.59,9,15
ELDER,16,12,2019,L,21,N,S,17.0,0.72,5,17
ELDER,16,12,2019,L,22,N,S,17.0,0.68,3,6
ELDER,16,12,2019,L,23,N,S,17.0,0.68,1,6
ELDER,17,12,2019,M,0,N,S,16.0,0.72,0,7
ELDER,17,12,2019,M,3,N,S,16.0,0.77,1,1
ELDER,17,12,2019,M,6,N,S,16.0,0.72,7,1
ELDER,17,12,2019,M,7,N,S,16.0,0.72,18,3
ELDER,17,12,2019,M,8,N,S,18.0,0.64,33,10
ELDER,17,12,2019,M,9,N,S,19.0,0.6,48,13
ELDER,17,12,2019,M,10,N,S,20.0,0.56,39,38
ELDER,17,12,2019,M,11,N,S,21.0,0.53,45,34
ELDER,17,12,2019,M,12,N,S,22.0,0.46,33,38
ELDER,17,12,2019,M,13,N,S,23.0,0.44,28,42
ELDER,17,12,2019,M,14,N,S,23.0,0.44,22,33
ELDER,17,12,2019,M,15,N,S,22.0,0.53,29,25
ELDER,17,12,2019,M,16,N,S,21.0,0.6,35,25
ELDER,17,12,2019,M,17,N,S,20.0,0.6,31,31
ELDER,17,12,2019,M,18,N,S,19.0,0.68,43,36
ELDER,17,12,2019,M,19,N,S,18.0,0.68,15,45
ELDER,17,12,2019,M,20,N,S,18.0,0.64,13,35
ELDER,17,12,2019,M,21,N,S,17.0,0.72,6,25
ELDER,17,12,2019,M,22,N,S,17.0,0.72,0,8
ELDER,17,12,2019,M,23,N,S,16.0,0.77,0,4
ELDER,18,12,2019,X,0,N,S,16.0,0.77,1,2
ELDER,18,12,2019,X,4,N,S,16.0,0.72,0,1
ELDER,18,12,2019,X,5,N,S,16.0,0.72,4,1
ELDER,18,12,2019,X,6,N,S,16.0,0.72,5,2
ELDER,18,12,2019,X,7,N,S,16.0,0.72,22,4
ELDER,18,12,2019,X,8,N,S,16.0,0.68,46,13
ELDER,18,12,2019,X,9,N,S,19.0,0.64,29,15
ELDER,18,12,2019,X,10,N,S,20.0,0.64,39,30
ELDER,18,12,2019,X,11,N,S,21.0,0.6,52,30
ELDER,18,12,2019,X,12,N,S,21.0,0.64,36,48
ELDER,18,12,2019,X,13,N,S,21.0,0.64,31,50
ELDER,18,12,2019,X,14,N,S,20.0,0.68,23,35
ELDER,18,12,2019,X,15,N,S,20.0,0.73,30,24
ELDER,18,12,2019,X,16,N,S,20.0,0.73,26,25
ELDER,18,12,2019,X,17,N,S,20.0,0.73,25,25
ELDER,18,12,2019,X,18,N,S,20.0,0.73,36,29
ELDER,18,12,2019,X,19,N,S,20.0,0.68,16,32
ELDER,18,12,2019,X,20,N,S,20.0,0.73,11,33
ELDER,18,12,2019,X,21,N,S,19.0,0.73,9,23
ELDER,18,12,2019,X,22,N,S,17.0,0.82,2,9
ELDER,18,12,2019,X,23,N,S,17.0,0.82,2,5
ELDER,19,12,2019,J,0,N,S,17.0,0.77,1,9
ELDER,19,12,2019,J,1,N,S,17.0,0.77,0,1
ELDER,19,12,2019,J,2,N,S,16.0,0.82,0,1
ELDER,19,12,2019,J,4,N,S,15.0,0.82,0,1
ELDER,19,12,2019,J,5,N,S,15.0,0.82,4,0
ELDER,19,12,2019,J,6,N,S,15.0,0.82,3,1
ELDER,19,12,2019,J,7,N,S,16.0,0.77,23,5
ELDER,19,12,2019,J,8,N,S,16.0,0.77,40,10
ELDER,19,12,2019,J,9,N,S,19.0,0.68,46,15
ELDER,19,12,2019,J,10,N,S,20.0,0.64,51,28
ELDER,19,12,2019,J,11,N,S,20.0,0.78,38,34
ELDER,19,12,2019,J,12,N,S,21.0,0.73,38,53
ELDER,19,12,2019,J,13,N,S,21.0,0.73,35,40
ELDER,19,12,2019,J,14,N,S,21.0,0.69,38,52
ELDER,19,12,2019,J,15,N,S,21.0,0.69,36,31
ELDER,19,12,2019,J,16,N,S,21.0,0.69,35,28
ELDER,19,12,2019,J,17,N,S,20.0,0.73,33,27
ELDER,19,12,2019,J,18,N,S,20.0,0.73,40,47
ELDER,19,12,2019,J,19,N,S,20.0,0.78,20,46
ELDER,19,12,2019,J,20,N,S,20.0,0.73,26,27
ELDER,19,12,2019,J,22,N,S,18.0,0.83,4,16
ELDER,19,12,2019,J,23,N,S,18.0,0.77,6,8
ELDER,20,12,2019,V,0,N,S,17.0,0.77,2,14
ELDER,20,12,2019,V,1,N,S,17.0,0.72,0,19
ELDER,20,12,2019,V,2,N,S,16.0,0.82,0,7
ELDER,20,12,2019,V,3,N,S,16.0,0.77,1,2
ELDER,20,12,2019,V,4,N,S,16.0,0.77,0,1
ELDER,20,12,2019,V,5,N,S,16.0,0.77,4,1
ELDER,20,12,2019,V,6,N,S,16.0,0.82,3,0
ELDER,20,12,2019,V,7,N,S,17.0,0.82,15,7
ELDER,20,12,2019,V,8,N,S,18.0,0.77,42,9
ELDER,20,12,2019,V,9,N,S,19.0,0.78,42,18
ELDER,20,12,2019,V,10,N,S,20.0,0.78,58,36
ELDER,20,12,2019,V,11,N,S,21.0,0.73,63,51
